순번,단지명,회사명,대표업종번호,업종번호,업종명,공장대표주소,시군구,설립구분,생산품
170,대구국가산업단지,(주)그린스틸,29142,29142,기어 및 동력전달장치 제조업,한국산업단지공단 대구지역본부 달성사무소,달성군,국가산업단지,기어및동력전달장치
171,달성2차일반산업단지,(주)그린에이,20499,20499+20495,그 외 기타 분류 안된 화학제품 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,달성군,일반산업단지,환경관련첨가제+제지첨가제
172,대구국가산업단지,(주)그린에코라이프,29199,29199,그 외 기타 일반목적용 기계 제조업,한국산업단지공단 대구지역본부 달성사무소,달성군,국가산업단지,자판기
173,대구국가산업단지,(주)그린텍1공장,29131,29131+29120+29132+29133+29175+29294,액체 펌프 제조업 외 5 종,한국산업단지공단 대구지역본부 달성사무소,달성군,국가산업단지,산업용 펌프 등
174,,(주)그림같은집,13221,13221,침구 및 관련제품 제조업,대구광역시 달성군,달성군,일반,섬유+이불
175,성서지방산업단지,(주)근우,13409,13409+13402,섬유제품 기타 정리 및 마무리 가공업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,코팅
176,성서지방산업단지,(주)근우정공,29120,29120,유압기기 제조업,대구성서산업단지관리공단,달서구,일반산업단지,유압(공기압)밸브
177,서대구일반산업단지,(주)글로버앤머슬,14499,14499+14191+14192+14193+14194+14199+15121,그 외 기타 의복액세서리 제조업 외 6 종,서대구산업단지관리공단,서구,일반산업단지,장갑+손수건 등
178,,(주)글로버앤머슬,14499,14499,그 외 기타 의복액세서리 제조업,대구광역시 달성군,달성군,일반,가죽장갑+기타 의복 엑세서리 등
179,성서지방산업단지,(주)글로벌앰테크,25924,25924,절삭가공 및 유사처리업,대구성서산업단지관리공단,달서구,일반산업단지,선박구성부분품
180,,(주)글로벌엔지니어링,29142,29142+25200+26429+29261+29299,기어 및 동력전달장치 제조업 외 4 종,대구광역시 동구,동구,일반,방산부품및반도체장비
181,달성일반산업단지,(주)글로스코,25911,25911,분말 야금제품 제조업,달성1차산업단지관리공단,달성군,일반산업단지,자동차부품
182,,(주)금강금속,25111,25111,금속 문+창+셔터 및 관련제품 제조업,대구광역시 동구,동구,일반,보강심
183,성서지방산업단지,(주)금강밸브,29133,29133,탭+밸브 및 유사장치 제조업,대구성서산업단지관리공단,달서구,일반산업단지,BALL 밸브
184,달성2차일반산업단지,(주)금강밸브,25113,25113+25114,육상 금속 골조 구조재 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,달성군,일반산업단지,Ball valve
185,북구검단지방산업단지,(주)금강산업테크,25112,25112,구조용 금속 판제품 및 공작물 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,차양캐노피
186,성서지방산업단지,(주)금강시스템,28123,28123,배전반 및 전기 자동제어반 제조업,대구성서산업단지관리공단,달서구,일반산업단지,IR광 SENSOR
187,북구검단지방산업단지,(주)금강씨에스,29199,29199+29176,그 외 기타 일반목적용 기계 제조업 외 1 종,(사)대구검단산업단지관리공단,북구,일반산업단지,자동폐쇄장치+도어클러저
188,성서지방산업단지,(주)금강알텍,22191,22191+22192,고무패킹류 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,고무CMB
189,대구염색일반산업단지,(주)금강텍스타일,13402,13402,직물+편조원단 및 의복류 염색 가공업,대구염색산업단지관리공단,서구,일반산업단지,면염색가공
190,성서지방산업단지,(주)금농정밀,25913,25913+25914,자동차용 금속 압형제품 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,자동차차체프레스
191,대구연구개발특구,(주)금룡테크,28909,28909+27111,그 외 기타 전기장비 제조업 외 1 종,연구개발특구지원본부 대구기술사업화센터 운영지원팀,동구,국가산업단지,의료용 전자석
192,성서지방산업단지,(주)금복주,11122,11122,소주 제조업,대구성서산업단지관리공단,달서구,일반산업단지,참소주
193,북구검단지방산업단지,(주)금성F.AENG,28123,28123+27216,배전반 및 전기 자동제어반 제조업 외 1 종,(사)대구검단산업단지관리공단,북구,일반산업단지,염소투입 자동제어기+배전반
194,서대구일반산업단지,(주)금성산업,25113,25113,육상 금속 골조 구조재 제조업,서대구산업단지관리공단,서구,일반산업단지,파이프
195,대구제3일반산업단지,(주)금성산업,29294,29294,주형 및 금형 제조업,대구제3산업단지관리공단,북구,일반산업단지,비디오+TV프라스틱케이스
196,대구국가산업단지,(주)금성정공,30399,30399,그 외 자동차용 신품 부품 제조업,한국산업단지공단 대구지역본부 달성사무소,달성군,국가산업단지,자동차부품(램프+공조부품)
197,,(주)금아무역,13229,13229,기타 직물제품 제조업,대구광역시 달성군,달성군,일반,스웨드
198,,(주)금영후로킹,13994,13994,표면처리 및 적층 직물 제조업,대구광역시 동구,동구,일반,후로킹직물
199,성서지방산업단지,(주)금오텍,25929,25929,그 외 기타 금속가공업,대구성서산업단지관리공단,달서구,일반산업단지,기계부품가공
200,,(주)금진이스코산업,29229,29229,기타 가공 공작기계 제조업,대구광역시 북구,북구,일반,폴리우레탄 디스코 및 제조
201,성서지방산업단지,(주)금호기전,27216,27216,산업처리공정 제어장비 제조업,대구성서산업단지관리공단,달서구,일반산업단지,자동제어장치
202,성서지방산업단지,(주)금호정공,30310,30310+30400,자동차 엔진용 신품 부품 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,베어링캡
203,성서지방산업단지,(주)금호정공,30310,30310+30331+30400,자동차 엔진용 신품 부품 제조업 외 2 종,대구성서산업단지관리공단,달서구,일반산업단지,자동차부품
204,대구제3일반산업단지,(주)금호콘베어,29163,29163+29169+29176+29199,컨베이어장치 제조업 외 3 종,대구제3산업단지관리공단,북구,일반산업단지,컨베이어
205,성서지방산업단지,(주)금호콘베어,29163,29163+29199,컨베이어장치 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,컨베이어 및 컨베니어 부품
206,서대구일반산업단지,(주)금호테크닉스,28119,28119,기타 전기 변환장치 제조업,서대구산업단지관리공단,서구,일반산업단지,태양광발전장치
207,성서지방산업단지,(주)금호텍스,13409,13409+13402,섬유제품 기타 정리 및 마무리 가공업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,섬유가공
208,성서지방산업단지,(주)금화텍스,13104,13104,연사 및 가공사 제조업,대구성서산업단지관리공단,달서구,일반산업단지,연사제조
209,성서지방산업단지,(주)기룡테크,29294,29294,주형 및 금형 제조업,대구성서산업단지관리공단,달서구,일반산업단지,금형
210,성서지방산업단지,(주)기린,27216,27216,산업처리공정 제어장비 제조업,대구성서산업단지관리공단,달서구,일반산업단지,산업자동화설비
211,,(주)기린우드온돌,29511,29511,가정용전열기기제조업,대구광역시 달성군,,일반,전기온돌판넬
212,성서지방산업단지,(주)기린텍스타일,13104,13104,연사 및 가공사 제조업,대구성서산업단지관리공단,달서구,일반산업단지,폴리에스터 연사
213,대구출판산업단지,(주)기맥,58222,58222,응용 소프트웨어 개발 및 공급업,대구성서산업단지관리공단,달서구,일반산업단지,기업관리용 소프트웨어 개발
214,성서지방산업단지,(주)기명물산,13211,13211,면직물 직조업,대구성서산업단지관리공단,달서구,일반산업단지,면직물
215,,(주)기문에프엔드아이,25113,25113+25114,육상 금속 골조 구조재 제조업 외 1 종,대구광역시 달성군,달성군,일반,철골조립구조재(건물용)
216,서대구일반산업단지,(주)기분좋은주유소,47711,47711,운송장비용 주유소 운영업,서대구산업단지관리공단,서구,일반산업단지,주유소
217,북구검단지방산업단지,(주)기산테크,30310,30310+30400,자동차 엔진용 신품 부품 제조업 외 1 종,(사)대구검단산업단지관리공단,북구,일반산업단지,터보엔진
218,북구검단지방산업단지,(주)기은씨앤피,17902,17902,위생용 종이제품 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,화장지
219,,(주)기프트케이알,22299,22299,그 외 기타 플라스틱 제품 제조업,대구광역시 서구,서구,일반,휴대폰거치대
220,대구이시아폴리스일반산업단지,(주)기흥에프에이,29280,29280,산업용 로봇 제조업,(사)대구검단산업단지관리공단,동구,일반산업단지,전자제품 자동화 로봇 및 기계
221,성서지방산업단지,(주)기흥에프에이,29280,29280,산업용 로봇 제조업,대구성서산업단지관리공단,달서구,일반산업단지,자동화기계
222,성서지방산업단지,(주)기흥에프에이,29280,29280,산업용 로봇 제조업,대구성서산업단지관리공단,달서구,일반산업단지,자동화설비
223,성서5차첨단산업단지,(주)길웅스틸테크,29294,29294+25112+25932,주형 및 금형 제조업 외 2 종,대구성서산업단지관리공단,달성군,일반산업단지,주형+스틸그레이팅
224,북구검단지방산업단지,(주)꼬떼따블,32099,32099+13221+32019+33999,그 외 기타 가구 제조업 외 3 종,(사)대구검단산업단지관리공단,북구,일반산업단지,장식장+식탁부품+서랍장+소품+침장류
225,달성일반산업단지,(주)꿈그린,32021,32021+32029,주방용 및 음식점용 목재가구 제조업 외 1 종,달성1차산업단지관리공단,달성군,일반산업단지,주방용가구
226,서대구일반산업단지,(주)나경,13223,13223+19229+23991+23995+23999,커튼 및 유사제품 제조업 외 4 종,서대구산업단지관리공단,서구,일반산업단지,창호커튼+홈케어원단
227,,(주)나노레이,27191,27191,치과용 기기 제조업,대구경북경제자유구역청,동구,일반,의료기기
228,,(주)나노메디,27192,27192,정형외과용 및 신체보정용 기기 제조업,대구광역시 중구,중구,일반,임플란트 및 교정용의료부품
229,,(주)나노섬유,13999,13999,그 외 기타 분류 안된 섬유제품 제조업,대구광역시 달성군,달성군,창업,방진망
230,달성일반산업단지,(주)나노시스,26221,26221,인쇄회로기판용 적층판 제조업,달성1차산업단지관리공단,달성군,일반산업단지,인쇄회로기판
231,대구경북경제자유구역수성의료지구,(주)나노아이티 ,58222,58222,응용 소프트웨어 개발 및 공급업,대구경북경제자유구역청,수성구,일반산업단지,응용소프트웨어개발및공급 
232,성서지방산업단지,(주)나노코(지점),20202,20202,합성수지 및 기타 플라스틱 물질 제조업,대구성서산업단지관리공단,달서구,일반산업단지,합성수지및 플라스틱물질
